 0.000000e+00	 0.000000e+00	 0.000000e+00	-1.050000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	-1.050000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	-1.050000e+01
 1.650837e+00	-3.080861e-01	 2.656300e-01	-9.064984e+00	 2.172112e-02	 1.419251e-01	 2.172112e-02	-9.700889e+00	 3.519587e-01	 1.419251e-01	 3.519587e-01	-9.168825e+00
 2.918938e+00	-6.407427e-01	 1.683428e-01	-7.981755e+00	-5.178575e-02	 1.127163e-01	-5.178575e-02	-9.049102e+00	 5.163484e-01	 1.127163e-01	 5.163484e-01	-8.613831e+00
 3.788343e+00	-6.908451e-01	 3.075541e-01	-7.322861e+00	 7.168341e-02	 3.846600e-01	 7.168341e-02	-8.577616e+00	 6.274007e-01	 3.846600e-01	 6.274007e-01	-8.115913e+00
 4.645934e+00	-7.139340e-01	 4.074535e-01	-6.767261e+00	 1.462471e-01	 4.889715e-01	 1.462471e-01	-8.284146e+00	 6.599650e-01	 4.889715e-01	 6.599650e-01	-7.777244e+00
 5.632770e+00	-8.185643e-01	 3.977593e-01	-6.224082e+00	 2.164604e-01	 4.437186e-01	 2.164604e-01	-7.850532e+00	 4.961268e-01	 4.437186e-01	 4.961268e-01	-7.121335e+00
 6.647049e+00	-9.610669e-01	 1.938464e-01	-5.887022e+00	 2.271148e-01	 3.263457e-01	 2.271148e-01	-7.638116e+00	 4.329187e-01	 3.263457e-01	 4.329187e-01	-6.796059e+00
 7.646317e+00	-1.248422e+00	 4.257518e-02	-5.664918e+00	 2.239761e-01	 3.154156e-01	 2.239761e-01	-7.130898e+00	 4.158521e-01	 3.154156e-01	 4.158521e-01	-6.539584e+00
 8.832741e+00	-1.441048e+00	-1.418694e-01	-5.445379e+00	 2.299059e-01	 2.960597e-01	 2.299059e-01	-6.757748e+00	 3.602337e-01	 2.960597e-01	 3.602337e-01	-6.222241e+00
 1.028288e+01	-1.450039e+00	 2.875040e-02	-5.252224e+00	 2.938019e-01	 3.269258e-01	 2.938019e-01	-6.551163e+00	 4.098827e-01	 3.269258e-01	 4.098827e-01	-5.752581e+00
 1.146006e+01	-1.418625e+00	-5.540319e-02	-5.154097e+00	 3.273789e-01	 2.707671e-01	 3.273789e-01	-6.399326e+00	 4.418920e-01	 2.707671e-01	 4.418920e-01	-5.588403e+00
 1.258473e+01	-1.689649e+00	-6.907494e-01	-5.089969e+00	 3.482047e-01	 1.561564e-01	 3.482047e-01	-6.129550e+00	 3.124363e-01	 1.561564e-01	 3.124363e-01	-5.327499e+00
 1.427378e+01	-2.267971e+00	 4.374527e-01	-5.044846e+00	 3.613915e-01	 2.483914e-01	 3.613915e-01	-6.035232e+00	 2.982991e-01	 2.483914e-01	 2.982991e-01	-4.663659e+00
 1.551698e+01	-2.878689e+00	 1.384139e+00	-5.080686e+00	 3.624816e-01	 3.046485e-01	 3.624816e-01	-6.021300e+00	 2.505772e-01	 3.046485e-01	 2.505772e-01	-4.357751e+00
 1.661999e+01	-3.556634e+00	 1.339187e+00	-5.151093e+00	 3.639707e-01	 2.834348e-01	 3.639707e-01	-6.147956e+00	 2.046295e-01	 2.834348e-01	 2.046295e-01	-4.232799e+00
 1.784551e+01	-4.181414e+00	 8.462750e-01	-5.251148e+00	 3.860444e-01	 2.565165e-01	 3.860444e-01	-6.324490e+00	 1.162859e-01	 2.565165e-01	 1.162859e-01	-4.086214e+00
 1.922371e+01	-4.529361e+00	 1.575237e-01	-5.385400e+00	 3.468335e-01	 2.457406e-01	 3.468335e-01	-6.385005e+00	-9.668101e-02	 2.457406e-01	-9.668101e-02	-3.866979e+00
 2.027518e+01	-4.468764e+00	 6.440791e-02	-5.568659e+00	 3.840818e-01	 2.345353e-01	 3.840818e-01	-6.177247e+00	-8.038349e-02	 2.345353e-01	-8.038349e-02	-3.652801e+00
 2.133035e+01	-4.321904e+00	 7.237896e-01	-5.844807e+00	 4.086755e-01	 1.779315e-01	 4.086755e-01	-6.125772e+00	-1.735696e-01	 1.779315e-01	-1.735696e-01	-3.537758e+00
 2.242155e+01	-4.594939e+00	 2.196793e+00	-6.285060e+00	 3.610850e-01	 8.785729e-02	 3.610850e-01	-5.855902e+00	 2.644381e-02	 8.785729e-02	 2.644381e-02	-3.329212e+00
 2.368577e+01	-8.371720e+00	 2.584001e+00	-6.971582e+00	 3.973507e-01	 2.736065e-03	 3.973507e-01	-6.064140e+00	 1.433620e-01	 2.736065e-03	 1.433620e-01	-3.228666e+00
